landsat_product_id,description,acquisition_date_time,platform,scene_cloud_cover_l1,land_cloud_cover_l1,sun_azimuth,sun_elevation,number_of_assets
LC09_L2SP_197028_20251103_20251105_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-11-03T10:29:35.640834Z,LANDSAT_9,80.98,80.98,164.56656687,27.43713685,18
LC09_L2SP_196029_20251027_20251113_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-10-27T10:23:46.661382Z,LANDSAT_9,58.12,58.12,163.28570269,30.92873836,18
LC09_L2SP_196028_20251027_20251113_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-10-27T10:23:22.778838Z,LANDSAT_9,99.97,99.97,163.98052278,29.64765106,18
LC09_L2SP_196029_20251011_20251012_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-10-11T10:23:50.806808Z,LANDSAT_9,7.24,7.24,160.93118375,36.37112358,18
LC09_L2SP_196028_20251011_20251012_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-10-11T10:23:26.924265Z,LANDSAT_9,52.76,52.76,161.7551546,35.1183803,18
LC09_L2SP_197028_20251002_20251003_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-10-02T10:29:31.163268Z,LANDSAT_9,8.63,8.63,159.98224834,38.31557742,18
LC09_L2SP_196029_20250925_20250926_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-25T10:23:45.670507Z,LANDSAT_9,49.78,49.78,157.36493898,42.01415007,18
LC09_L2SP_196028_20250925_20250926_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-25T10:23:21.783726Z,LANDSAT_9,75.91,75.91,158.37379916,40.80788145,18
LC08_L2SP_197028_20250924_20251001_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-24T10:29:30.438615Z,LANDSAT_8,97.04,97.04,158.12737885,41.16006001,18
LC08_L2SP_196029_20250917_20250929_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-17T10:23:41.079978Z,LANDSAT_8,0.39,0.39,155.19986008,44.79007545,18
LC08_L2SP_196028_20250917_20250929_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-17T10:23:17.197410Z,LANDSAT_8,1.79,1.79,156.32456961,43.61463245,18
LC09_L2SP_197028_20250916_20250917_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-16T10:29:29.170188Z,LANDSAT_9,78.18,78.18,156.05665348,43.95883116,18
LC09_L2SP_196029_20250909_20250911_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-09T10:23:42.101746Z,LANDSAT_9,68.64,68.64,152.83810839,47.47602982,18
LC09_L2SP_196028_20250909_20250911_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-09T10:23:18.219203Z,LANDSAT_9,67.73,67.73,154.09418795,46.3355209,18
LC08_L2SP_197028_20250908_20250919_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-08T10:29:23.419181Z,LANDSAT_8,28.6,28.6,153.80895622,46.66691729,18
LC08_L2SP_196029_20250901_20250911_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-01T10:23:35.072508Z,LANDSAT_8,76.19,76.19,150.33849132,50.03739824,18
LC08_L2SP_196028_20250901_20250911_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-09-01T10:23:11.185704Z,LANDSAT_8,88.72,88.72,151.74186279,48.93585678,18
LC09_L2SP_197028_20250831_20250901_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-31T10:29:24.584924Z,LANDSAT_9,31.83,31.83,151.43894435,49.24835291,18
LC09_L2SP_196029_20250824_20250825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-24T10:23:36.275583Z,LANDSAT_9,0.19,0.19,147.77327663,52.44593903,18
LC09_L2SP_196028_20250824_20250825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-24T10:23:12.393039Z,LANDSAT_9,1.52,1.52,149.33598314,51.38651596,18
LC08_L2SP_197028_20250823_20250828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-23T10:29:19.276566Z,LANDSAT_8,6.59,6.59,149.04669088,51.68188937,18
LC08_L2SP_196029_20250816_20250821_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-16T10:23:31.862839Z,LANDSAT_8,0.97,0.97,145.24778048,54.67962605,18
LC08_L2SP_196028_20250816_20250821_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-16T10:23:07.976036Z,LANDSAT_8,4.27,4.27,146.98053345,53.66333104,18
LC09_L2SP_197028_20250815_20250816_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-15T10:29:20.699361Z,LANDSAT_9,0.04,0.04,146.68128715,53.92985508,18
LC09_L2SP_196029_20250808_20250809_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-08T10:23:29.319153Z,LANDSAT_9,0.18,0.18,142.82589153,56.70575255,18
LC09_L2SP_196028_20250808_20250809_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-08T10:23:05.432374Z,LANDSAT_9,0.47,0.47,144.73249963,55.73232026,18
LC08_L2SP_197028_20250807_20250815_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-08-07T10:29:15.100682Z,LANDSAT_8,0.0,0.0,144.48350165,55.97923621,18
LC08_L2SP_196029_20250731_20250807_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-31T10:23:22.684294Z,LANDSAT_8,7.67,7.67,140.66998638,58.52186027,18
LC08_L2SP_196028_20250731_20250807_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-31T10:22:58.801726Z,LANDSAT_8,29.89,29.89,142.74935952,57.58828083,18
LC09_L2SP_197028_20250730_20250801_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-30T10:29:08.800012Z,LANDSAT_9,67.05,67.05,142.5045275,57.79744689,18
LC09_L2SP_196029_20250723_20250726_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-23T10:23:20.546211Z,LANDSAT_9,69.94,69.94,138.83986193,60.09577816,18
LC09_L2SP_196028_20250723_20250726_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-23T10:22:56.655196Z,LANDSAT_9,70.32,70.32,141.08304336,59.19615152,18
LC08_L2SP_197028_20250722_20250730_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-22T10:29:08.409022Z,LANDSAT_8,66.49,66.49,140.92987446,59.38500608,18
LC08_L2SP_196029_20250715_20250726_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-15T10:23:18.482599Z,LANDSAT_8,46.73,46.73,137.51605429,61.42505402,18
LC08_L2SP_196028_20250715_20250726_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-15T10:22:54.600029Z,LANDSAT_8,61.62,61.62,139.90259902,60.55087285,18
LC09_L2SP_197028_20250714_20250716_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-14T10:29:02.183123Z,LANDSAT_9,16.63,16.63,139.76166004,60.69164109,18
LC09_L2SP_196029_20250707_20250709_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-07T10:23:12.472339Z,LANDSAT_9,36.51,36.51,136.69043743,62.45976126,18
LC09_L2SP_196028_20250707_20250709_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-07T10:22:48.581324Z,LANDSAT_9,74.75,74.75,139.19231487,61.60075359,18
LC08_L2SP_197028_20250706_20250715_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-07-06T10:29:01.910148Z,LANDSAT_8,99.99,99.99,139.17753679,61.71908037,18
LC08_L2SP_196029_20250629_20250711_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-29T10:23:14.211201Z,LANDSAT_8,2.86,2.86,136.53554404,63.20663163,18
LC08_L2SP_196028_20250629_20250711_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-29T10:22:50.320161Z,LANDSAT_8,2.24,2.24,139.11238969,62.35009894,18
LC09_L2SP_197028_20250628_20250629_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-28T10:28:58.099903Z,LANDSAT_9,0.11,0.11,139.1036452,62.40958307,18
LC09_L2SP_196029_20250621_20250622_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-21T10:23:07.940212Z,LANDSAT_9,3.75,3.75,136.92958282,63.59741897,18
LC09_L2SP_196028_20250621_20250622_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-21T10:22:44.057668Z,LANDSAT_9,2.89,2.89,139.53124572,62.7327075,18
LC08_L2SP_197028_20250620_20250627_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-20T10:28:57.460302Z,LANDSAT_8,10.84,10.84,139.66338084,62.76512304,18
LC08_L2SP_196029_20250613_20250626_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-13T10:23:05.695197Z,LANDSAT_8,14.9,14.9,137.93976985,63.63571007,18
LC08_L2SP_196028_20250613_20250626_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-13T10:22:41.808394Z,LANDSAT_8,4.6,4.6,140.51520791,62.75090092,18
LC09_L2SP_197028_20250612_20250613_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-12T10:28:48.031405Z,LANDSAT_9,0.45,0.45,140.61892357,62.71305843,18
LC09_L2SP_196029_20250605_20250606_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-05T10:22:53.551134Z,LANDSAT_9,68.31,68.31,139.29049801,63.25143978,18
LC09_L2SP_196028_20250605_20250606_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-05T10:22:29.668591Z,LANDSAT_9,100.0,100.0,141.78639152,62.34056222,18
LC08_L2SP_197028_20250604_20250607_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-06-04T10:28:43.408520Z,LANDSAT_8,99.96,99.96,142.01598376,62.27277451,18
LC08_L2SP_196029_20250528_20250603_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-28T10:22:57.667102Z,LANDSAT_8,29.85,29.85,141.003204,62.47468506,18
LC08_L2SP_196028_20250528_20250603_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-28T10:22:33.776060Z,LANDSAT_8,87.02,87.02,143.37721453,61.53138674,18
LC09_L2SP_197028_20250527_20250528_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-27T10:28:44.274623Z,LANDSAT_9,67.13,67.13,143.4757594,61.37570248,18
LC09_L2SP_196029_20250520_20250521_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-20T10:23:00.193679Z,LANDSAT_9,74.71,74.71,142.72303649,61.25317462,18
LC09_L2SP_196028_20250520_20250521_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-20T10:22:36.315371Z,LANDSAT_9,94.45,94.45,144.93919871,60.27809026,18
LC08_L2SP_197028_20250519_20250529_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-19T10:28:42.043422Z,LANDSAT_8,83.03,83.03,145.18559899,60.10579135,18
LC08_L2SP_196029_20250512_20250515_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-12T10:22:52.845204Z,LANDSAT_8,36.01,36.01,144.47616229,59.64615935,18
LC08_L2SP_196028_20250512_20250515_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-12T10:22:28.966872Z,LANDSAT_8,76.84,76.84,146.52598922,58.64123007,18
LC09_L2SP_197028_20250511_20250513_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-11T10:28:52.573342Z,LANDSAT_9,53.75,53.75,146.72519917,58.41270782,18
LC09_L2SP_196029_20250504_20250505_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-04T10:23:11.364513Z,LANDSAT_9,88.29,88.29,146.09971684,57.66673838,18
LC09_L2SP_196028_20250504_20250505_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-04T10:22:47.490442Z,LANDSAT_9,98.92,98.92,147.97270091,56.63328541,18
LC08_L2SP_197028_20250503_20250512_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-05-03T10:28:40.856539Z,LANDSAT_8,27.62,27.62,148.04069773,56.33618375,18
LC08_L2SP_196029_20250426_20250430_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-26T10:22:53.587479Z,LANDSAT_8,50.68,50.68,147.42063571,55.32442724,18
LC08_L2SP_196028_20250426_20250430_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-26T10:22:29.709147Z,LANDSAT_8,29.42,29.42,149.12863554,54.26914527,18
LC09_L2SP_197028_20250425_20250426_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-25T10:28:59.478956Z,LANDSAT_9,51.41,51.41,149.35993504,53.97725467,18
LC09_L2SP_196029_20250418_20250419_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-18T10:23:19.223308Z,LANDSAT_9,8.13,8.13,148.70635059,52.73878977,18
LC09_L2SP_196028_20250418_20250419_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-18T10:22:55.336527Z,LANDSAT_9,24.55,24.55,150.25785717,51.66235617,18
LC08_L2SP_197028_20250417_20250425_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-17T10:28:47.148891Z,LANDSAT_8,100.0,100.0,150.29285076,51.29925394,18
LC08_L2SP_196029_20250410_20250416_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-10T10:23:04.369526Z,LANDSAT_8,7.1,7.1,149.63274883,49.8817407,18
LC08_L2SP_196028_20250410_20250416_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-10T10:22:40.486957Z,LANDSAT_8,2.23,2.23,151.04373622,48.79119012,18
LC09_L2SP_197028_20250409_20250411_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-09T10:29:08.498397Z,LANDSAT_9,11.24,11.24,151.21459218,48.44061058,18
LC09_L2SP_196029_20250402_20250404_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-02T10:23:16.932750Z,LANDSAT_9,78.17,78.17,150.56101733,46.88991972,18
LC09_L2SP_196028_20250402_20250404_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-02T10:22:53.054441Z,LANDSAT_9,61.06,61.06,151.84260618,45.7850382,18
LC08_L2SP_197028_20250401_20250411_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-04-01T10:28:55.868490Z,LANDSAT_8,0.08,0.08,151.86059804,45.38340525,18
LC08_L2SP_196029_20250325_20250401_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-25T10:23:09.692322Z,LANDSAT_8,33.57,33.57,151.25978775,43.75285845,18
LC08_L2SP_196028_20250325_20250401_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-25T10:22:45.809752Z,LANDSAT_8,46.75,46.75,152.4280395,42.63764805,18
LC09_L2SP_197028_20250324_20250325_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-24T10:29:08.783447Z,LANDSAT_9,58.61,58.61,152.56402755,42.25846301,18
LC09_L2SP_196029_20250317_20250318_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-17T10:23:26.236324Z,LANDSAT_9,28.4,28.4,152.02104032,40.60095116,18
LC09_L2SP_196028_20250317_20250318_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-17T10:23:02.349545Z,LANDSAT_9,65.41,65.41,153.08594615,39.47395977,18
LC08_L2SP_197028_20250316_20250327_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-16T10:29:01.585519Z,LANDSAT_8,86.73,86.73,153.10675142,39.06456629,18
LC08_L2SP_196029_20250309_20250324_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-09T10:23:20.175025Z,LANDSAT_8,86.4,86.4,152.6654251,37.43696384,18
LC08_L2SP_196028_20250309_20250324_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-09T10:22:56.292457Z,LANDSAT_8,62.7,62.7,153.63900936,36.30085964,18
LC09_L2SP_197028_20250308_20250311_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-08T10:29:20.294497Z,LANDSAT_9,51.48,51.48,153.76377691,35.92436937,18
LC09_L2SP_196029_20250301_20250302_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-01T10:23:32.584247Z,LANDSAT_9,57.73,57.73,153.43828996,34.3800253,18
LC09_L2SP_196028_20250301_20250302_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-03-01T10:23:08.705940Z,LANDSAT_9,33.68,33.68,154.3292268,33.23264635,18
LC08_L2SP_197028_20250228_20250304_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-28T10:29:06.515076Z,LANDSAT_8,46.34,46.34,154.37202075,32.8467837,18
LC08_L2SP_196029_20250221_20250226_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-21T10:23:25.201723Z,LANDSAT_8,44.49,44.49,154.18370213,31.44499608,18
LC08_L2SP_196028_20250221_20250226_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-21T10:23:01.314918Z,LANDSAT_8,35.88,35.88,155.00276609,30.28634922,18
LC09_L2SP_197028_20250220_20250221_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-20T10:29:26.282541Z,LANDSAT_9,32.68,32.68,155.13437727,29.94470796,18
LC09_L2SP_196029_20250213_20250214_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-13T10:23:40.063383Z,LANDSAT_9,81.07,81.07,155.07731956,28.74231676,18
LC09_L2SP_196028_20250213_20250214_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-13T10:23:16.180840Z,LANDSAT_9,97.36,97.36,155.83199956,27.57081835,18
LC08_L2SP_197028_20250212_20250215_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-12T10:29:15.854242Z,LANDSAT_8,65.42,65.42,155.90385245,27.24027397,18
LC08_L2SP_196029_20250205_20250208_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-05T10:23:33.313419Z,LANDSAT_8,15.43,15.43,155.98290902,26.29055801,18
LC08_L2SP_196028_20250205_20250208_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-05T10:23:09.422380Z,LANDSAT_8,47.92,47.92,156.68329198,25.10577943,18
LC09_L2SP_197028_20250204_20250205_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-02-04T10:29:22.981252Z,LANDSAT_9,69.41,69.41,156.8293334,24.82980223,18
LC09_L2SP_196029_20250128_20250129_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-28T10:23:36.427385Z,LANDSAT_9,57.13,57.13,157.03408364,24.18456168,18
LC09_L2SP_196028_20250128_20250129_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-28T10:23:12.544842Z,LANDSAT_9,43.05,43.05,157.68743582,22.98544761,18
LC08_L2SP_197028_20250127_20250131_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-27T10:29:17.973050Z,LANDSAT_8,79.16,79.16,157.78837873,22.73892087,18
LC08_L2SP_196029_20250120_20250128_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-20T10:23:31.399688Z,LANDSAT_8,61.65,61.65,158.08949701,22.44312737,18
LC08_L2SP_196028_20250120_20250128_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-20T10:23:07.517120Z,LANDSAT_8,60.99,60.99,158.70491848,21.22938825,18
LC09_L2SP_197028_20250119_20250123_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-19T10:29:28.655931Z,LANDSAT_9,75.8,75.8,158.86099918,21.04626998,18
LC09_L2SP_196029_20250112_20250113_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-12T10:23:38.442364Z,LANDSAT_9,18.46,18.46,159.22644756,21.13766859,18
LC09_L2SP_196028_20250112_20250113_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-12T10:23:14.564057Z,LANDSAT_9,13.23,13.23,159.81157241,19.90881397,18
LC08_L2SP_197028_20250111_20250122_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-11T10:29:21.760407Z,LANDSAT_8,61.82,61.82,159.92828336,19.76991098,18
LC08_L2SP_196029_20250104_20250111_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-04T10:23:32.052115Z,LANDSAT_8,71.29,71.29,160.3187721,20.27468866,18
LC08_L2SP_196028_20250104_20250111_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-04T10:23:08.169546Z,LANDSAT_8,99.97,99.97,160.88281191,19.03137713,18
LC09_L2SP_197028_20250103_20250104_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2025-01-03T10:29:20.484198Z,LANDSAT_9,86.88,86.88,161.0342823,18.9601154,18
LC09_L2SP_196029_20241227_20241228_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-27T10:23:39.556780Z,LANDSAT_9,7.49,7.49,161.40748544,19.89579463,18
LC09_L2SP_196028_20241227_20241228_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-27T10:23:15.678473Z,LANDSAT_9,33.32,33.32,161.95737889,18.63879483,18
LC08_L2SP_197028_20241226_20250103_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-26T10:29:18.943292Z,LANDSAT_8,48.65,48.65,162.06974705,18.61958101,18
LC08_L2SP_196029_20241219_20241227_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-19T10:23:30.671963Z,LANDSAT_8,89.42,89.42,162.36633635,19.98785934,18
LC08_L2SP_196028_20241219_20241227_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-19T10:23:06.793630Z,LANDSAT_8,79.77,79.77,162.91020438,18.71904885,18
LC09_L2SP_197028_20241218_20241219_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-18T10:29:25.584551Z,LANDSAT_9,48.15,48.15,163.0331799,18.76504797,18
LC09_L2SP_196029_20241211_20241213_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-11T10:23:35.070523Z,LANDSAT_9,54.1,54.1,163.20351046,20.55456299,18
LC09_L2SP_196028_20241211_20241213_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-11T10:23:11.192216Z,LANDSAT_9,27.63,27.63,163.74825099,19.2755153,18
LC08_L2SP_197028_20241210_20241218_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-10T10:29:16.368700Z,LANDSAT_8,95.45,95.45,163.83019487,19.37468109,18
LC08_L2SP_196029_20241203_20241210_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-03T10:23:38.902002Z,LANDSAT_8,65.28,65.28,163.83135344,21.5647834,18
LC08_L2SP_196028_20241203_20241210_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-03T10:23:15.019434Z,LANDSAT_8,86.59,86.59,164.38473608,20.27815696,18
LC09_L2SP_197028_20241202_20241203_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-12-02T10:29:30.201336Z,LANDSAT_9,74.58,74.58,164.45650902,20.43409376,18
LC09_L2SP_196029_20241125_20241127_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-25T10:23:44.965289Z,LANDSAT_9,72.16,72.16,164.23850325,22.99081816,18
LC09_L2SP_196028_20241125_20241127_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-25T10:23:21.082744Z,LANDSAT_9,56.66,56.66,164.80715493,21.69935892,18
LC08_L2SP_197028_20241124_20241127_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-24T10:29:26.496609Z,LANDSAT_8,67.19,67.19,164.83761685,21.90244066,18
LC08_L2SP_196029_20241117_20241126_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-17T10:23:31.336643Z,LANDSAT_8,22.98,22.98,164.36438985,24.78215139,18
LC08_L2SP_196028_20241117_20241126_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-17T10:23:07.445603Z,LANDSAT_8,56.01,56.01,164.95663105,23.48868175,18
LC09_L2SP_197028_20241116_20241117_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-16T10:29:22.465812Z,LANDSAT_9,48.99,48.99,164.95603372,23.73496535,18
LC09_L2SP_196029_20241109_20241110_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-09T10:23:33.697418Z,LANDSAT_9,88.93,88.93,164.19069783,26.88733196,18
LC09_L2SP_196028_20241109_20241110_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-09T10:23:09.814875Z,LANDSAT_9,51.55,51.55,164.81396047,25.59610924,18
LC08_L2SP_197028_20241108_20241114_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-08T10:29:17.389218Z,LANDSAT_8,39.64,39.64,164.77810558,25.87839676,18
LC08_L2SP_196029_20241101_20241105_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-01T10:23:23.559455Z,LANDSAT_8,9.12,9.12,163.71216846,29.25604944,18
LC08_L2SP_196028_20241101_20241105_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-11-01T10:22:59.668415Z,LANDSAT_8,31.64,31.64,164.37640926,27.96982208,18
LC09_L2SP_197028_20241031_20241101_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-10-31T10:29:22.004658Z,LANDSAT_9,62.64,62.64,164.29304952,28.28000542,18
LC09_L2SP_196029_20241024_20241026_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2024-10-24T10:23:39.073663Z,LANDSAT_9,79.91,79.91,162.89320987,31.82229696,18
