landsat_product_id,description,acquisition_date_time,platform,scene_cloud_cover_l1,land_cloud_cover_l1,sun_azimuth,sun_elevation,number_of_assets
LE07_L2SP_196028_20191011_20200823_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-10-11T10:07:51.159847Z,LANDSAT_7,1.0,1.0,157.00869707,34.33499144,18
LC08_L2SP_197028_20191010_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-10-10T10:29:38.967059Z,LANDSAT_8,87.66,87.66,161.52256801,35.6773006,18
LC08_L2SP_196029_20191003_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-10-03T10:23:50.843470Z,LANDSAT_8,3.14,3.14,159.21407775,39.40172324,18
LC08_L2SP_196028_20191003_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-10-03T10:23:26.956666Z,LANDSAT_8,3.29,3.29,160.12899178,38.17077003,18
LE07_L2SP_197028_20191002_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-10-02T10:14:24.253698Z,LANDSAT_7,82.0,82.0,155.14831473,37.48340644,18
LE07_L2SP_196029_20190925_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-25T10:08:54.261862Z,LANDSAT_7,52.0,52.0,152.41445048,41.06267364,18
LE07_L2SP_196028_20190925_20200823_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-25T10:08:30.377406Z,LANDSAT_7,84.0,84.0,153.48090459,39.92721484,18
LC08_L2SP_197028_20190924_20200826_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-24T10:29:35.532729Z,LANDSAT_8,87.78,87.78,158.05396575,41.3723119,18
LC08_L2SP_196029_20190917_20200826_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-17T10:23:46.388726Z,LANDSAT_8,0.43,0.43,155.1064796,44.99606991,18
LC08_L2SP_196028_20190917_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-17T10:23:22.501923Z,LANDSAT_8,3.81,3.81,156.23911331,43.82173937,18
LE07_L2SP_197028_20190916_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-16T10:15:05.320295Z,LANDSAT_7,1.0,1.0,151.09220743,43.00680956,18
LE07_L2SP_196029_20190909_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-09T10:09:37.017210Z,LANDSAT_7,8.0,8.0,147.7670729,46.38316026,18
LE07_L2SP_196028_20190909_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-09T10:09:13.133381Z,LANDSAT_7,21.0,21.0,149.08833148,45.32416264,18
LC08_L2SP_197028_20190908_20200826_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-08T10:29:29.820637Z,LANDSAT_8,85.08,85.08,153.71090195,46.8653479,18
LC08_L2SP_196029_20190901_20200826_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-01T10:23:41.113446Z,LANDSAT_8,57.29,57.29,150.23298131,50.22869569,18
LC08_L2SP_196028_20190901_20200826_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-09-01T10:23:17.230878Z,LANDSAT_8,57.61,57.61,151.64588229,49.12894409,18
LE07_L2SP_197028_20190831_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-31T10:15:47.530175Z,LANDSAT_7,2.0,2.0,146.40080997,48.16706479,18
LE07_L2SP_196029_20190824_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-24T10:10:18.591842Z,LANDSAT_7,3.0,3.0,142.67599749,51.22008486,18
LE07_L2SP_196028_20190824_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-24T10:09:54.709308Z,LANDSAT_7,2.0,2.0,144.28980142,50.24873077,18
LC08_L2SP_197028_20190823_20200826_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-23T10:29:26.244311Z,LANDSAT_8,0.74,0.74,148.952053,51.86228492,18
LC08_L2SP_196029_20190816_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-16T10:23:37.520272Z,LANDSAT_8,7.4,7.4,145.14879272,54.8456333,18
LC08_L2SP_196028_20190816_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-16T10:23:13.633469Z,LANDSAT_8,41.94,41.94,146.8927148,53.83091962,18
LE07_L2SP_197028_20190815_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-15T10:16:28.366707Z,LANDSAT_7,78.0,78.0,141.65198309,52.72928138,18
LE07_L2SP_196029_20190808_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-08T10:10:58.919081Z,LANDSAT_7,3.0,3.0,137.79109705,55.36824293,18
LE07_L2SP_196028_20190808_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-08T10:10:35.037798Z,LANDSAT_7,5.0,5.0,139.73810967,54.49099201,18
LC08_L2SP_197028_20190807_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-08-07T10:29:21.571399Z,LANDSAT_8,83.73,83.73,144.41020353,56.13034228,18
LC08_L2SP_196029_20190731_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-31T10:23:31.979182Z,LANDSAT_8,15.15,15.15,140.61264276,58.66098611,18
LC08_L2SP_196028_20190731_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-31T10:23:08.096615Z,LANDSAT_8,40.12,40.12,142.70328447,57.72834907,18
LE07_L2SP_197028_20190730_20200824_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-30T10:17:07.986215Z,LANDSAT_7,81.0,81.0,137.57949579,56.52020539,18
LE07_L2SP_196029_20190723_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-23T10:11:37.993709Z,LANDSAT_7,2.0,2.0,133.97141974,58.70091393,18
LE07_L2SP_196028_20190723_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-23T10:11:14.112765Z,LANDSAT_7,0.0,0.0,136.22419907,57.90184981,18
LC08_L2SP_197028_20190722_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-22T10:29:14.933372Z,LANDSAT_8,2.29,2.29,140.91340625,59.5037816,18
LC08_L2SP_196029_20190715_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-15T10:23:25.828022Z,LANDSAT_8,59.98,59.98,137.52136992,61.52648121,18
LC08_L2SP_196028_20190715_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-15T10:23:01.945455Z,LANDSAT_8,60.72,60.72,139.91649289,60.65209014,18
LE07_L2SP_197028_20190714_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-14T10:17:46.346795Z,LANDSAT_7,16.0,16.0,135.00363001,59.38937778,18
LE07_L2SP_196029_20190707_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-07T10:12:15.790072Z,LANDSAT_7,14.0,14.0,132.03642969,61.06744697,18
LE07_L2SP_196028_20190707_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-07T10:11:51.908408Z,LANDSAT_7,11.0,11.0,134.53008641,60.30302261,18
LC08_L2SP_197028_20190706_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-07-06T10:29:11.378089Z,LANDSAT_8,62.32,62.32,139.23647851,61.79710359,18
LC08_L2SP_196029_20190629_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-29T10:23:22.886830Z,LANDSAT_8,1.33,1.33,136.63567957,63.26749311,18
LC08_L2SP_196028_20190629_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-29T10:22:59.000026Z,LANDSAT_8,1.73,1.73,139.21497995,62.40905209,18
LE07_L2SP_197028_20190628_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-28T10:18:23.323991Z,LANDSAT_7,0.0,0.0,134.57794064,61.14047858,18
LE07_L2SP_196029_20190621_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-21T10:12:52.144896Z,LANDSAT_7,74.0,74.0,132.52303124,62.26521643,18
LE07_L2SP_196028_20190621_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-21T10:12:28.261888Z,LANDSAT_7,83.0,83.0,135.11371538,61.48927988,18
LC08_L2SP_197028_20190620_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-20T10:29:07.297833Z,LANDSAT_8,57.52,57.52,139.80014392,62.79320244,18
LC08_L2SP_196029_20190613_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-13T10:23:17.938369Z,LANDSAT_8,1.66,1.66,138.10639938,63.64277147,18
LC08_L2SP_196028_20190613_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-13T10:22:54.051566Z,LANDSAT_8,3.21,3.21,140.677178,62.7546897,18
LE07_L2SP_197028_20190612_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-12T10:18:58.891292Z,LANDSAT_7,49.0,49.0,136.36057539,61.51403435,18
LE07_L2SP_196029_20190605_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-05T10:13:27.086141Z,LANDSAT_7,20.0,20.0,135.18760307,62.01554621,18
LE07_L2SP_196028_20190605_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-05T10:13:03.201880Z,LANDSAT_7,23.0,23.0,137.68333546,61.18390913,18
LC08_L2SP_197028_20190604_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-06-04T10:29:01.201647Z,LANDSAT_8,17.7,17.7,142.20370525,62.24433092,18
LC08_L2SP_196029_20190528_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-28T10:23:10.877139Z,LANDSAT_8,88.33,88.33,141.21167359,62.42442964,18
LC08_L2SP_196028_20190528_20200828_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-05-28T10:22:46.990337Z,LANDSAT_8,98.64,98.64,143.5742885,61.47746072,18
LE07_L2SP_197028_20190527_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-27T10:19:32.937478Z,LANDSAT_7,95.0,95.0,139.64119169,60.28739666,18
LE07_L2SP_196029_20190520_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-20T10:14:00.928416Z,LANDSAT_7,87.0,87.0,139.00073921,60.12338772,18
LE07_L2SP_196028_20190520_20200825_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-05-20T10:13:37.044825Z,LANDSAT_7,100.0,100.0,141.23514469,59.22190999,18
LC08_L2SP_197028_20190519_20200828_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-05-19T10:28:52.874704Z,LANDSAT_8,97.52,97.52,145.37229588,60.01892924,18
LC08_L2SP_196029_20190512_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-12T10:23:01.571692Z,LANDSAT_8,30.1,30.1,144.66309135,59.53910776,18
LC08_L2SP_196028_20190512_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-12T10:22:37.680653Z,LANDSAT_8,49.7,49.7,146.70116601,58.53042849,18
LE07_L2SP_197028_20190511_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-11T10:20:09.370849Z,LANDSAT_7,62.0,62.0,143.21571404,57.3945965,18
LE07_L2SP_196029_20190504_20200825_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-04T10:14:38.762772Z,LANDSAT_7,53.0,53.0,142.74389753,56.61544893,18
LE07_L2SP_196028_20190504_20200825_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-05-04T10:14:14.880016Z,LANDSAT_7,94.0,94.0,144.63521924,55.64287958,18
LC08_L2SP_197028_20190503_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-05-03T10:28:42.320568Z,LANDSAT_8,67.45,67.45,148.23344575,56.20514897,18
LC08_L2SP_196029_20190426_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-26T10:22:52.348855Z,LANDSAT_8,44.07,44.07,147.55028786,55.16444763,18
LC08_L2SP_196028_20190426_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-26T10:22:28.462052Z,LANDSAT_8,66.19,66.19,149.25012032,54.10749037,18
LE07_L2SP_197028_20190425_20200825_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-04-25T10:20:46.144174Z,LANDSAT_7,97.0,97.0,146.25117008,53.02084674,18
LE07_L2SP_196029_20190418_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-18T10:15:14.802897Z,LANDSAT_7,7.0,7.0,145.74893228,51.75607156,18
LE07_L2SP_196028_20190418_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-18T10:14:50.921367Z,LANDSAT_7,7.0,7.0,147.31752593,50.73175399,18
LC08_L2SP_197028_20190417_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-17T10:28:42.946763Z,LANDSAT_8,7.44,7.44,150.32800018,51.1045998,18
LC08_L2SP_196029_20190410_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-10T10:22:58.824859Z,LANDSAT_8,92.39,92.39,149.66442145,49.67422916,18
LC08_L2SP_196028_20190410_20200828_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-10T10:22:34.942292Z,LANDSAT_8,53.44,53.44,151.06677864,48.58309174,18
LE07_L2SP_197028_20190409_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-09T10:21:21.258924Z,LANDSAT_7,33.0,33.0,148.50280235,47.53896475,18
LE07_L2SP_196029_20190402_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-02T10:15:49.088726Z,LANDSAT_7,83.0,83.0,148.0081935,45.97326585,18
LE07_L2SP_196028_20190402_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-02T10:15:25.207735Z,LANDSAT_7,35.0,35.0,149.30585466,44.90856251,18
LC08_L2SP_197028_20190401_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-04-01T10:28:48.558125Z,LANDSAT_8,45.64,45.64,151.88234665,45.16615061,18
LC08_L2SP_196029_20190325_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-25T10:23:03.258185Z,LANDSAT_8,23.64,23.64,151.27694261,43.53113858,18
LC08_L2SP_196028_20190325_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-25T10:22:39.375617Z,LANDSAT_8,23.23,23.23,152.43825066,42.4155629,18
LE07_L2SP_197028_20190324_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-24T10:21:54.535117Z,LANDSAT_7,9.0,9.0,150.22397241,41.41357603,18
LE07_L2SP_196029_20190317_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-17T10:16:21.675373Z,LANDSAT_7,20.0,20.0,149.81760836,39.75322594,18
LE07_L2SP_196028_20190317_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-17T10:15:57.793941Z,LANDSAT_7,56.0,56.0,150.89171226,38.66000701,18
LC08_L2SP_197028_20190316_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-16T10:28:51.611146Z,LANDSAT_8,19.54,19.54,153.11511932,38.84277071,18
LC08_L2SP_196029_20190309_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-09T10:23:07.121539Z,LANDSAT_8,63.23,63.23,152.68130812,37.21701224,18
LC08_L2SP_196028_20190309_20200829_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-03-09T10:22:43.238971Z,LANDSAT_8,98.14,98.14,153.64940616,36.08063533,18
LE07_L2SP_197028_20190308_20200827_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-03-08T10:22:26.242462Z,LANDSAT_7,83.0,83.0,151.7556288,35.14790484,18
LE07_L2SP_196029_20190301_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-03-01T10:16:52.666882Z,LANDSAT_7,26.0,26.0,151.5535646,33.61248795,18
LE07_L2SP_196028_20190301_20200827_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2019-03-01T10:16:28.783863Z,LANDSAT_7,100.0,100.0,152.44886619,32.49221351,18
LC08_L2SP_197028_20190228_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-28T10:28:57.263045Z,LANDSAT_8,7.68,7.68,154.38961192,32.63673257,18
LC08_L2SP_196029_20190221_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-21T10:23:12.294940Z,LANDSAT_8,2.37,2.37,154.20620257,31.24643402,18
LC08_L2SP_196028_20190221_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-21T10:22:48.412374Z,LANDSAT_8,1.89,1.89,155.02089272,30.08776017,18
LE07_L2SP_197028_20190220_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-20T10:22:56.340929Z,LANDSAT_7,8.0,8.0,153.40529389,29.25431668,18
LE07_L2SP_196029_20190213_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-13T10:17:22.069042Z,LANDSAT_7,2.0,2.0,153.45375118,28.07254246,18
LE07_L2SP_196028_20190213_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-13T10:16:58.184771Z,LANDSAT_7,21.0,21.0,154.21034946,26.92378883,18
LC08_L2SP_197028_20190212_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-12T10:29:01.017669Z,LANDSAT_8,51.99,51.99,155.92729539,27.05964753,18
LC08_L2SP_196029_20190205_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-05T10:23:14.931792Z,LANDSAT_8,1.71,1.71,156.02101595,26.12908485,18
LC08_L2SP_196028_20190205_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-05T10:22:51.049225Z,LANDSAT_8,3.59,3.59,156.71801133,24.94425537,18
LE07_L2SP_197028_20190204_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-02-04T10:23:24.845125Z,LANDSAT_7,42.0,42.0,155.33689559,24.24410234,18
LE07_L2SP_196029_20190128_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-28T10:17:50.252793Z,LANDSAT_7,40.0,40.0,155.62953407,23.62838918,18
LE07_L2SP_196028_20190128_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-28T10:17:26.368584Z,LANDSAT_7,69.0,69.0,156.28091705,22.45105289,18
LC08_L2SP_197028_20190127_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-27T10:29:03.092461Z,LANDSAT_8,70.81,70.81,157.82592139,22.60487916,18
LC08_L2SP_196029_20190120_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-20T10:23:17.998917Z,LANDSAT_8,52.91,52.91,158.13306289,22.33491827,18
LC08_L2SP_196028_20190120_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-20T10:22:54.116351Z,LANDSAT_8,77.81,77.81,158.74649071,21.12066628,18
LE07_L2SP_197028_20190119_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-19T10:23:55.037791Z,LANDSAT_7,42.0,42.0,157.55630114,20.58009988,18
LE07_L2SP_196029_20190112_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-12T10:18:21.627404Z,LANDSAT_7,29.0,29.0,157.98272825,20.70839348,18
LE07_L2SP_196028_20190112_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-12T10:17:57.743914Z,LANDSAT_7,64.0,64.0,158.5688784,19.49391337,18
LC08_L2SP_197028_20190111_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-11T10:29:07.041473Z,LANDSAT_8,44.94,44.94,159.96944918,19.69406864,18
LC08_L2SP_196029_20190104_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-04T10:23:21.190197Z,LANDSAT_8,34.15,34.15,160.36668591,20.23009519,18
LC08_L2SP_196028_20190104_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-04T10:22:57.303394Z,LANDSAT_8,7.14,7.14,160.92983636,18.98592625,18
LE07_L2SP_197028_20190103_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2019-01-03T10:24:25.472932Z,LANDSAT_7,8.0,8.0,159.87178531,18.61991326,18
LE07_L2SP_196029_20181227_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-27T10:18:51.291094Z,LANDSAT_7,15.0,15.0,160.28669046,19.59306294,18
LE07_L2SP_196028_20181227_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-27T10:18:27.408583Z,LANDSAT_7,45.0,45.0,160.83808234,18.34796875,18
LC08_L2SP_197028_20181226_20200829_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-26T10:29:08.708717Z,LANDSAT_8,61.06,61.06,162.10571756,18.61013116,18
LC08_L2SP_196029_20181219_20200830_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2018-12-19T10:23:21.590399Z,LANDSAT_8,49.83,49.83,162.39574068,20.00747487,18
LC08_L2SP_196028_20181219_20200830_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2018-12-19T10:22:57.707832Z,LANDSAT_8,94.86,94.86,162.93985204,18.73801967,18
LE07_L2SP_197028_20181218_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-18T10:24:54.036530Z,LANDSAT_7,39.0,39.0,161.96248038,18.54209785,18
LE07_L2SP_196029_20181211_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-11T10:19:18.991265Z,LANDSAT_7,14.0,14.0,162.15488206,20.36676273,18
LE07_L2SP_196028_20181211_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-11T10:18:55.109471Z,LANDSAT_7,11.0,11.0,162.70657229,19.09908593,18
LC08_L2SP_197028_20181210_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-10T10:29:08.947041Z,LANDSAT_8,76.48,76.48,163.84797641,19.42985289,18
LC08_L2SP_196029_20181203_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-03T10:23:23.651065Z,LANDSAT_8,85.85,85.85,163.83727617,21.64705307,18
LC08_L2SP_196028_20181203_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-12-03T10:22:59.764263Z,LANDSAT_8,83.7,83.7,164.39193413,20.36010841,18
LE07_L2SP_197028_20181202_20200827_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2018-12-02T10:25:20.537189Z,LANDSAT_7,100.0,100.0,163.44452661,20.31345496,18
LE07_L2SP_196029_20181125_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-25T10:19:44.536386Z,LANDSAT_7,76.0,76.0,163.23373379,22.89675369,18
LE07_L2SP_196028_20181125_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-25T10:19:20.654308Z,LANDSAT_7,75.0,75.0,163.80733226,21.61478173,18
LC08_L2SP_197028_20181124_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-24T10:29:11.902519Z,LANDSAT_8,31.2,31.2,164.82171981,22.0129656,18
LC08_L2SP_196029_20181117_20200830_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2018-11-17T10:23:25.314684Z,LANDSAT_8,86.0,86.0,164.3257233,24.91162995,18
LC08_L2SP_196028_20181117_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-17T10:23:01.423645Z,LANDSAT_8,81.07,81.07,164.92026564,23.61866811,18
LE07_L2SP_197028_20181116_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-16T10:25:44.838729Z,LANDSAT_7,72.0,72.0,163.96725229,23.69047322,18
LE07_L2SP_196029_20181109_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-09T10:20:07.863263Z,LANDSAT_7,89.0,89.0,163.20926013,26.85816875,18
LE07_L2SP_196028_20181109_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-09T10:19:43.980295Z,LANDSAT_7,57.0,57.0,163.84016839,25.57659279,18
LC08_L2SP_197028_20181108_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-08T10:29:11.905672Z,LANDSAT_8,48.97,48.97,164.72269713,26.03282252,18
LC08_L2SP_196029_20181101_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-01T10:23:24.009034Z,LANDSAT_8,82.6,82.6,163.6297019,29.42214812,18
LC08_L2SP_196028_20181101_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-11-01T10:23:00.122231Z,LANDSAT_8,45.56,45.56,164.29732875,28.13708319,18
LE07_L2SP_197028_20181031_20200827_02_T2_ST,Landsat Collection 2 Level-2 Surface Temperature Product,2018-10-31T10:26:06.869518Z,LANDSAT_7,100.0,100.0,163.32622382,28.28480648,18
LE07_L2SP_196029_20181024_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-10-24T10:20:28.905207Z,LANDSAT_7,1.0,1.0,161.92536109,31.83055283,18
LE07_L2SP_196028_20181024_20200827_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-10-24T10:20:05.021391Z,LANDSAT_7,20.0,20.0,162.65013337,30.56381961,18
LC08_L2SP_197028_20181023_20200830_02_T1_ST,Landsat Collection 2 Level-2 Surface Temperature Product Product,2018-10-23T10:29:08.943413Z,LANDSAT_8,27.73,27.73,163.39590244,31.05715476,18
